"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
NA,0.768801965705466,NA,-0.466912264778136,-1.79660486912188,-0.446127168955615,-0.185939461534073,NA,-0.693138815583061,-1.77528241128424,1.62114036535676,2.95094359709069,1.30853872681142,2.79988038965941,1.02807492757549,0.218423111340864,-0.385725342131692,1.1262136546585,NA,NA,0.128899406116649,-1.44762268112041,-2.63985649784177,-1.79906882759943,-1.69354902368478,-1.97176875161526,NA,-5.00829291691493,-5.19210821544272,-7.44103940017154,-6.50019522288876,-6.55767026311526,-7.59578751735202,-9.48100171381835,-8.15340724141512,-8.038987419817,-7.24874834697823,-8.95675443416323,-8.79680191424411,-7.42592729522882,-7.58430861271203,-7.8787709192599,-5.92509004039474,-6.67560933355264,-5.88467811978514,-4.65277311998597,-1.92900387870245,-3.12427927363574,-2.86908759584474,-1.95761833372915
1.49793303284359,2.02008808607509,NA,3.64589258192846,1.4101793900551,NA,3.58175442946883,3.44448907336969,2.8316177945436,4.28866162914271,1.88468630669192,0.303327601304508,-0.338693436154812,1.31332176228515,2.90084755944304,3.75014623480527,5.4406265535734,5.41395903111193,7.92304281288313,NA,9.68996569704278,8.59195776874557,8.54835878750017,7.88511074205941,7.51901214671393,3.85550911280511,NA,0.997592615974558,-0.391296916160115,-0.22396898627124,-0.259072417011602,-2.38370253224426,-2.81389138085508,-0.864795947914384,0.729898616001126,0.290338823227705,0.911422462713457,-0.461900200534644,0.0198078551848817,0.813172433294382,-0.500692734936389,0.70217938649832,-2.07843332587582,-1.34492863389487,NA,NA,-0.456248141581579,-1.50026879563284,-0.421586996827301,NA
-0.740257101329868,-1.24647409406099,-3.06126748272172,-2.95647882671229,-1.65442194235844,NA,-1.74809747200157,-2.44554589873279,-2.07268728620117,-2.79361001727038,-3.18384270887552,-5.20194766060965,-2.28031635528258,0.209610598133274,0.529511520284637,0.885386379936693,0.358173218373004,-0.820978109349142,1.52668222036488,1.55872284505896,-0.411197567765206,-0.476503296945654,0.0650924723306333,0.888311905656526,0.8298746317171,0.283687918086739,0.866086494035332,0.240499852019348,NA,0.536511815720804,NA,0.197220543290388,2.31502681968921,4.17945020582465,2.22167687788225,1.84264894909585,0.369791215417574,-1.49257523630736,-1.18713842132981,NA,0.299850973055082,-2.82090228495837,NA,0.698970839508536,-0.367630616413724,0.617904410556569,2.37563837136033,1.00548690450425,0.0541848671756729,-0.727664023161849
3.2546795117856,7.10278801957209,NA,3.61564031173947,NA,6.25225483440386,7.12696042263816,6.95711303119162,6.40288920710419,NA,6.46541826517448,6.78809915610881,3.2516791546522,2.27715124568304,1.85270985658339,1.89997174306403,NA,-0.71676376280745,NA,-3.13248725903291,-2.60776905098845,-1.97030592183934,NA,0.0878629028497603,1.59947484720538,2.31480777953289,2.99103885336044,4.29990940518908,2.95946844230807,3.30559162020175,4.34130504615651,2.86025638229228,2.46872367381666,1.52424721598202,1.31305657314751,-0.321007470799817,-2.54744672078032,NA,-2.59232433296654,-2.77813768153743,-0.792450268851534,-0.139109020321652,0.04210563082738,-1.90177065115047,-0.639661337218088,0.10381686056671,-0.269972702492501,0.362088425184414,NA,-0.044963583291502
-0.47957024453212,1.83741537242604,-0.0739930830778909,NA,NA,2.21229331487291,2.06956843257718,-0.842087373484723,NA,0.717353018161311,-0.507645081312101,-0.1899656942003,0.200461724860261,NA,NA,NA,NA,-2.6246951520307,-3.18146553793607,-5.69672496849729,NA,-5.23250191173594,-3.92502130854593,NA,NA,NA,2.54451838988018,NA,0.898883728736136,2.75588536349356,NA,3.09656601776826,NA,NA,5.5661551395474,4.9097453679808,4.55380256804752,5.11853169587039,6.15931668613731,NA,NA,NA,NA,NA,6.1339948033414,6.36881126864519,NA,NA,NA,1.65765314059695
-0.837726914523081,-1.00085694444644,NA,0.588526182863999,1.67173108821046,2.24244765145351,0.971477781792907,NA,2.2475616675339,3.67065353721048,2.46831059972246,3.19427229075248,1.77959618585378,1.9065386792992,1.53975868044356,1.394236714093,1.5349190876777,-1.40449482926848,NA,-0.0096797014767831,0.580617187406438,-0.582861381097391,-0.649701340102343,-0.682928341390674,0.526919200764516,-0.629772776317699,NA,-0.121069469489181,-0.285011723316591,-2.1194744867997,-2.3249384670153,-5.12142784554997,-6.18560993815617,-3.45723148699362,-2.51228235632397,NA,-1.06012115935037,-3.42328990388994,-2.38698455098504,-0.0244268353315225,1.54851295064201,1.71517177780589,1.42199867479764,1.17772724002965,1.12026436427747,-0.247482084802848,-0.699262584195148,0.860857250253729,NA,0.955496451311146
NA,-0.702851098838723,-0.948473070547447,-1.29599033890824,-2.22623226458879,-3.73092437476995,-4.17442644348405,NA,-7.37357886252542,-6.3467491152296,-5.77371483278438,-4.35180519002259,-1.57945900478462,0.885614184531475,-1.74088102996865,-1.78387581788231,-2.34531752416474,-1.81941822143533,-1.25208650573773,NA,-1.06387333115428,-1.41453457037411,-1.12622066576967,-1.93041526209136,-1.28965330187829,-2.96905449238851,-2.67473454441671,-5.31295796898353,NA,-2.54303892566646,-4.4698250843369,-5.75546928669241,-4.66055326494277,-5.36980741089214,-7.60858599111683,NA,-7.81886452815025,-8.04129854402757,-6.70303499384364,-8.65657171049799,-7.65752924557865,NA,-7.60959930128588,-6.58575681752208,-2.65971557808737,-0.856260924003787,0.140444613634685,1.01743691763543,0.977835512340901,-0.225069418213423
0.502232729849632,1.65648559424232,2.43985885619713,2.88565961849533,0.93755283988834,NA,-1.9857434929238,-0.706656816412274,NA,-0.153947610299436,-2.58620878026654,-3.27874319997451,NA,NA,-1.42033547570786,-1.43253520930183,NA,2.92726389632828,4.73067910268312,NA,7.37161197558744,NA,6.71275288686551,7.5183241007655,5.902204190447,6.70908054800631,5.78305726545604,8.59041408940487,9.93648042375114,8.40103057487773,6.15229747362856,NA,3.30073084154983,5.91484282692742,8.38333445935582,NA,7.92877040138709,6.60588028660345,NA,NA,3.85084905298452,4.09259740526441,NA,3.62256666043771,2.76680546620494,2.13495586656672,NA,-0.00523123134173872,-0.465578679410441,NA
-0.447336493266578,1.69764064931366,4.03417675916362,7.14066125542888,6.36871760771849,5.71959125966614,6.89238770274479,7.35439640812296,7.12634531851769,7.99587283777341,NA,4.38418722980559,5.76310748001629,8.46912395889162,8.71005976719873,8.6591493020875,8.97316022983354,7.7955009301451,NA,NA,8.24495498494293,NA,7.08037269189457,6.44443880962025,7.37350260514452,5.8807074793091,6.99639305200412,8.00394662584928,NA,7.22181989091004,5.99921309103709,NA,5.54758063586166,2.32937783264193,NA,-2.00169488905642,-0.854230305217511,NA,-0.288058846855411,-1.37555441815906,-1.15342788901965,-2.53826056640328,-2.96209230753533,-2.24124100297989,NA,0.215190859151284,-0.376587000890369,-1.08067594558814,0.52286412950427,-1.12819103640329
0.405265141816075,NA,1.65111144037121,NA,NA,-0.0635390443243728,0.940548876403042,0.686974257849271,NA,-1.84984293940926,-0.801575885228259,-0.0677010813457428,NA,NA,NA,1.54566346857729,1.44302310192939,0.717290012916155,0.122318040557932,-0.814105598657688,1.60877483407402,NA,3.52550908422147,3.27961829737183,4.23260402530752,5.54428064846904,5.13244243573698,4.03682528393663,NA,4.59475769064538,4.10968083573031,NA,NA,5.98341674995929,5.14288043041493,5.20846565710846,6.20098065987517,6.05023135080343,5.40034629536286,NA,NA,3.98304696600444,NA,2.9200597020857,2.45582081141563,2.19922411077025,NA,1.90735504905438,-0.771417634490858,NA
0.868761421893892,1.47112502374218,2.11886260707505,NA,NA,-0.0881679580501666,-1.62601208357378,-1.49877422089382,NA,NA,-1.44267533715628,0.450461419836289,NA,NA,0.675584286719934,NA,NA,-2.49260197261665,0.544588922111104,0.984760024926673,NA,-0.776129439600354,-4.21486688431596,-2.84845319699446,-0.730220600665478,NA,2.04472777808869,NA,5.4782397861467,NA,NA,NA,NA,7.22322047233955,6.34228921475171,4.74603091329901,4.58225932183202,5.21903092660911,4.80643460264888,NA,NA,NA,NA,NA,7.31715351734438,8.49127777891681,NA,NA,3.2699438005863,2.48190181181326
NA,0.298634580680531,-0.668558384508572,-2.17923634092011,NA,-5.65805187216731,-3.56031182212214,-4.56525478533894,NA,NA,-2.63060702916678,NA,-3.74712781031126,NA,NA,NA,-3.63891103403889,-4.61815157438411,-4.37554178013702,-4.96345614634905,NA,-4.2611365841386,-3.53251107083683,NA,-2.84892117203696,NA,-1.57858813873501,-0.601171952855504,-1.8753141915487,0.243356313127385,NA,0.0910831637525767,NA,NA,2.4320913914859,-0.184590165024896,2.02793457274196,3.92427297771236,2.73647965237235,NA,NA,NA,NA,-0.0183436842581799,2.37755539371992,1.98895110332198,NA,1.98504258178908,1.14409069112866,-0.317904065894364
NA,-0.925637729224357,-1.03627936015296,-1.08860164466285,-1.63553858342425,-2.12505573628261,-3.92372638235903,-3.74638542393553,-4.56005188960909,-3.71433236955949,-4.03389880146757,-4.01100709615797,-2.55443131341617,-3.26878725389229,-2.93371446886802,-3.52109373559043,-2.45740526079576,-2.25337251946565,0.230130089557882,NA,-3.11681424475057,-2.22396980204353,-0.992599247326858,-1.4114396994958,-0.582489154938474,-0.553994835942548,-0.31040057498558,-0.639210223865781,-1.0192490112823,0.62257216380016,-1.63968067034886,-0.77391329444418,-2.15243621150281,-4.06567337433075,-4.36526957867955,-5.33641191469206,-3.72429184275311,-5.36979204788482,-4.63920796152453,-3.49972393232108,-3.09932004181041,NA,-1.99320320969383,-1.38386007695312,-3.42092512240199,-0.628763342336646,-0.349995383899565,-1.35915463476662,-1.39788332228575,-0.336541528710407
NA,-4.28655873183359,-7.05902084431356,-6.81912711172917,NA,NA,-5.58106425247645,-6.77585853654512,-6.60351189393527,-6.76255942831224,-4.66243169522955,-3.63576116935751,-4.45455129058282,-4.61297266809107,NA,-6.37006206635695,-7.33382457817496,-7.02695767410292,-5.70359605498565,-5.8610350051601,NA,-7.38747222819954,-6.81791350385588,-4.62024023521753,-4.62380634969211,-6.07571017337959,-4.9516111713759,-2.50094377846106,-1.89776591430907,NA,NA,0.258756419233273,0.86004753496064,0.23644769234315,-2.46310636663915,-4.08926931551001,-2.42869033707111,NA,-3.35194261811615,NA,-3.81449689965476,NA,NA,-2.11508439205189,-2.40429603194003,-2.3239497893565,-3.61893689760376,-2.65721899909013,-1.41240398799924,-0.343646646833245
NA,-1.29214460514691,-0.559253546008161,-2.09830325892978,NA,-5.19896680126795,-6.45067266817684,-10.9943890559983,NA,-11.1505602994486,-8.52915996435446,-8.96890313307907,NA,NA,NA,NA,NA,-8.49912644561458,-5.98858203891908,NA,-4.64106130890428,-3.26220857589082,NA,-5.89592157521948,-7.44166095933395,-5.48165069249606,-3.38848691216512,-3.62150381850086,-3.41823771430407,-4.89046261509682,-5.55559420447606,-4.00032401604192,-3.80394957817438,-4.63928161573054,-5.99323078468507,NA,-7.63551970478689,-6.99220126155148,-6.87713927763085,-5.29399106729866,NA,NA,-2.83023895212337,NA,-4.33622904205757,-3.26982466122413,-2.15965930021426,0.138172702140563,1.11702806888849,NA
NA,-3.27453387377792,-0.807966782416767,1.13900408619852,0.755643514980038,-0.0290855031432081,-0.970852541173421,NA,0.20627930290297,NA,-1.29782354983034,NA,2.51033500607148,2.21897930972252,1.78390417141729,3.28442087801182,0.244236926409994,NA,NA,-9.43614106175241,NA,-7.24341351719646,-10.3004146838654,-6.30337332687514,NA,NA,-7.51339977902397,-8.16278065202181,-7.85750112986262,NA,-7.34769503564196,-4.32865995852945,-1.3137605747741,NA,-4.75578504983468,-4.27008884401869,NA,-3.75555594890493,-1.45510789387423,-1.22780264210086,-1.20852673163467,NA,-2.20301245418629,NA,-1.52311060647926,-1.57855811536039,1.95265667234468,NA,NA,0.763470303513878
NA,-2.98468306821356,-3.25173454106384,-2.6760670080624,-2.50168808076488,NA,0.14557720295221,NA,-2.46862435222777,-0.0642163582053567,0.368099288052514,-0.33612483042518,1.39025445371736,0.616910826715729,1.67536516910916,2.64740485733833,2.09001450388432,3.53356732390229,0.984588081338463,0.428051485481024,-0.969559862934028,-2.85446709246345,0.20644488429094,0.237331846869668,1.62674009126328,NA,3.22131555369253,-0.343084160871979,NA,NA,-2.56381093532294,-1.96289400619034,-3.7023184222122,-3.89803714302455,-4.43814856386719,-5.77348186898643,-4.80889137498489,-3.53666578921621,-2.08159987629812,-4.66175932015707,NA,1.56534183055883,2.09123715401104,NA,3.45258352847978,2.04077269891806,0.674096385137224,2.27661195804196,NA,1.85232429618279
NA,-4.90707766845051,-5.36457969347369,-5.54804295359187,NA,-8.29603963529359,NA,-7.86633436051741,NA,-9.72983914008343,-10.8674786380693,-10.839441432587,-9.71728865724086,NA,NA,NA,NA,-9.58315562917891,-8.77097932433991,-8.93358427168109,NA,-8.52446396039134,-6.98771042092695,-5.98266279675611,-5.88044052376175,NA,-2.97583053225417,-2.26153637960223,-2.2405086086954,-3.08635876312472,NA,NA,-4.47413237863651,-4.69331422611411,-4.72763199133849,-4.1617503558558,-3.43658728120848,-5.20220766523477,-6.95491233547236,NA,NA,NA,NA,-2.99975638553984,-2.12227103820893,-1.31097854953558,-0.416570356529264,0.0959542140720075,-1.87360571189076,-1.54175944136235
-0.497762858879389,1.36784230221005,1.89467912472128,2.43188572631388,4.46746241186213,NA,5.91561304104338,5.3957570218245,7.22136288493818,4.68853701159101,NA,1.604194805285,3.32126376828262,3.247732398888,5.44534107494682,6.09721863354295,7.87455075081789,NA,9.00559188503764,NA,11.5119219634762,NA,10.0043737461162,8.91533293209938,6.06344832743936,4.16624370180672,NA,7.00863698275161,NA,6.17137531638097,5.83193726360576,NA,6.65808462592506,6.85851902331923,5.12665109575888,3.61218718448537,2.18809638804299,NA,0.652017919608859,0.636289603942748,-1.35789630992097,-1.12701437466243,0.434381124299065,-0.140306983327055,NA,-0.18702753760124,2.38639659802375,1.22991427650353,0.840056369761805,NA
0.457923378722666,1.5336803569771,0.0593445779326338,0.243689020530154,2.05274259989183,NA,1.17203349953597,2.70712414863729,1.6707405680858,3.24264408449115,2.73043118353757,2.46553533317668,5.71888529319274,4.68862055103896,5.93911752208331,5.60621527925492,5.60900394541237,NA,10.395084785141,9.09112730661785,6.53725214575751,5.80997598982118,4.28807568683061,5.12360527139898,1.72859580038186,0.254078765936111,-2.07262288355565,-1.0433160283503,NA,0.678830435330414,2.07906445640299,1.85270087769236,1.67141920657957,1.94827420269328,NA,0.904906964495857,1.41042059244408,-0.679395026362585,1.22672843734128,1.4509942408189,3.15323489996441,1.32888918268137,1.18463174479165,0.628179912621591,2.9709456231322,3.42506469039418,NA,2.04523037901347,1.59928556747035,0.572562767750151
1.01957922234333,-0.312006238378731,0.022190494224355,0.869190387313844,1.47819294485212,2.63970343252331,5.08004751312035,6.10942136539523,NA,3.66416284659341,1.63927163435275,1.13519415782916,0.332319000805087,0.0977514620073057,NA,-3.1163343100073,-2.12247754105666,NA,NA,1.20199397203549,NA,-3.72251857887596,-3.46058457416211,-3.65984033836973,NA,-6.13096466262793,-6.88457311556772,NA,-5.01239952152874,-4.19301670976749,NA,-1.51225645801076,NA,NA,1.11095598125467,0.612838132515121,NA,4.77582672824126,2.64385403792774,3.77575280367845,4.38302780113079,NA,2.00845078180287,NA,2.46062968858147,NA,3.34635427926426,NA,NA,2.55414778450529
NA,0.857176798397204,NA,NA,NA,0.949563510140652,0.853730501265436,3.29617759513514,1.35840637040229,NA,-1.59388979074939,-1.49889390169221,-2.27747430205193,-2.03359707758348,-2.24770329761063,-4.80906142789059,NA,-5.04307556728958,-4.04506480546785,-6.78872012429936,-8.37858335119053,-8.7665855423601,-7.12980318733328,-5.46241093193427,NA,-1.96199925131041,-1.43076518757813,NA,-1.44065008978373,-1.53840489729953,NA,0.387352221254783,2.08927509179484,NA,3.28969036492283,0.684839734340434,NA,0.65771316016228,-2.52931338147909,NA,-3.04183175476505,NA,NA,0.177309172315066,-0.254208739704429,NA,1.3774106914573,NA,NA,0.22668618504906
-1.15734351982315,-0.382481571947894,-1.83031693756044,NA,-1.92799816180956,-2.58308939994744,0.128050289904855,1.6777604995423,3.22449881532696,4.06129755112247,NA,2.50192169203315,0.913962079056764,NA,NA,1.36183294150692,1.01081643403998,NA,4.46982245497852,4.27837469887769,3.35211846875717,NA,4.26138759519587,NA,3.81210775899869,3.57546418649799,1.94020364814472,1.01747228612998,1.26376060597704,3.51719441441357,4.16778865369569,6.85424865531322,6.95756845593744,7.74731242672874,5.86327389228687,6.76396037745895,8.4338935141428,NA,NA,NA,4.68202805356949,2.17476287993806,0.764059590683193,-0.640915365821166,NA,0.252689927114473,NA,-3.0013681868373,-2.7765440773288,NA
NA,2.95796732333874,3.08664050244387,NA,3.01345617260017,1.45545196269946,1.94908829222214,0.357808166960665,NA,-2.79009970864741,-1.92547734543549,-4.15058711332867,-3.75924550832872,-5.49875821881464,NA,-7.77798034239975,NA,-4.75094703354817,-5.0651970212938,-2.12922321051967,-1.37884182512914,-2.68496677911092,-2.3469082157649,NA,NA,-3.59895119929702,-3.17325289567911,-2.2878277974296,-1.44653410973559,-2.20001772858747,-0.227145135358854,1.07609496483826,NA,NA,1.44320569355689,1.15801729906857,NA,3.04547892032658,2.46141802773693,3.74245670769686,2.21865075676859,NA,NA,1.50883384340382,0.225066004284472,-1.65240004605431,-3.34734470392344,-1.01503324314151,-0.882830283270788,NA
1.88105670801036,2.32078274168524,4.69152934636583,5.19314469515581,NA,NA,10.0299566311306,9.6626438637255,8.96445135792373,10.0753830954568,NA,11.2375078176887,9.1430811809769,8.31414978558264,8.35122629588495,10.076862095612,9.08574041148712,8.50214202704832,7.97277429090152,8.07602389741979,9.38998975036393,NA,10.8978488146663,10.5803426926402,11.6074066411487,11.7785661202318,12.5109293252312,12.273207344143,11.6534435887884,11.3555099963933,12.969561604281,NA,11.603745360609,9.70084901374902,6.29007061940274,5.15208908949161,3.42902595789508,NA,NA,NA,5.44027592781042,5.9920385970205,3.86965158252872,4.54035286925839,NA,3.63627775428813,4.71847306186029,3.51605970920837,3.18965915361566,1.87930035460697
NA,-3.35342207893217,-3.60617126546823,-5.11990595188083,-4.13910223159312,-4.54967405887363,-4.00981747662505,NA,-2.52398490702321,-1.22064892464535,-0.322479394896661,-0.801213284940784,0.417221719332156,-1.48814328990177,-1.14769751143576,-0.0288042163717184,-0.990086182019618,-2.17319522200499,-2.05309876529142,-0.905792087089117,-3.5559368990615,-4.4105954836818,-5.824554426669,-6.42122771799935,-5.08092529406828,NA,-4.46940931270666,-2.73873407295227,-2.31249202110427,NA,-2.5614771801004,-4.74763732316664,-5.75504215032018,-4.60017364877673,-5.58349069219129,-6.20243777143823,-8.44925937942367,NA,-7.5377254405687,-6.17564733900452,-4.09299952397907,-1.90016645407907,-0.169030908209941,-0.0401403483143996,0.0354780798414668,-1.20623737030404,-3.01285714424803,-3.27198191570073,NA,-1.05009637945388
-1.37417528166468,NA,-1.17029859210262,NA,NA,-0.0937827013311389,1.39086471714488,0.864632837850058,-0.553657928381661,NA,2.50025558819618,NA,-1.43340687421215,-1.6885005863165,NA,3.68371920844945,3.05592311679661,0.637333420241305,-2.38504226848655,-3.14265088779121,-2.41993911034216,-0.599731905082845,-2.15444477276148,-2.96821550344841,-3.06039354913688,-3.77411931438653,0.0755047607372271,NA,0.932778080978165,NA,3.75294607253564,2.96267822355629,3.91765132691341,NA,5.89572643988355,3.43221272239902,2.75026130332368,1.99052259684443,4.46314995264763,3.62066241312208,2.1744247112203,3.45139365075133,NA,-0.165640039488106,1.2775192517717,1.56167667390657,NA,NA,0.777444246716976,-1.12113448586436
